image,yaw_deg,pitch_deg,roll_deg
NGT48_20171107 (1).jpg,7.8156,-15.1883,3.2961
NGT48_20171107 (2).jpg,1.2451,-10.0907,-1.2307
NGT48_20171107 (3).jpg,2.9744,-9.4071,3.4249
NGT48_20171107 (4).jpg,-8.0629,-9.9557,-13.0495
NGT48_20171107 (5).jpg,3.7314,-6.2796,-0.8936
NGT48_20171107 (6).jpg,8.3081,-10.8261,-0.8487
NGT48_20171107 (7).jpg,-2.1349,-13.5393,-5.6404
NGT48_20171107 (8).jpg,7.4345,-16.8839,8.2505
NGT48_20171107 (9).jpg,4.8979,-8.7238,6.1670
NGT48_20171107 (10).jpg,1.6463,-10.2858,10.5044
NGT48_20171107 (11).jpg,-9.6725,-9.2831,-1.3766
NGT48_20171107 (12).jpg,-13.6562,-13.3013,-7.1599
NGT48_20171107 (13).jpg,-10.5178,-8.7159,-1.5580
NGT48_20171107 (14).jpg,11.7183,-14.9750,4.4634
NGT48_20171107 (15).jpg,5.6854,-10.1612,3.4119
NGT48_20171107 (16).jpg,14.5556,-12.8463,6.1701
NGT48_20171107 (17).jpg,-15.9148,-18.6563,-5.3438
NGT48_20171107 (18).jpg,11.5329,-9.2169,9.3162
NGT48_20171107 (19).jpg,0.5797,-7.3532,-3.9165
NGT48_20171107 (20).jpg,2.3031,-12.3460,-3.6161
NGT48_20171107 (21).jpg,1.2292,-13.5076,2.0178
NGT48_20171107 (22).jpg,17.1372,-11.3596,-0.8277
NGT48_20171107 (23).jpg,-1.8670,-12.0999,-3.6701
NGT48_20171107 (24).jpg,9.9848,-11.3707,-4.6501
NGT48_20171107 (25).jpg,-15.3159,-10.0819,-0.4958
